code	full-ja	full-ja-hira	full-en	base-ja	base-ja-hira	base-en	type	pref	psub	county	subpref
46468	大崎町	おおさきちょう	Osaki Town	大崎	おおさき	Osaki	35	46	46460	46460	
46482	東串良町	ひがしくしらちょう	Higashikushira Town	東串良	ひがしくしら	Higashikushira	35	46	46480	46480	
46490	錦江町	きんこうちょう	Kinko Town	錦江	きんこう	Kinko	35	46	46480	46480	
46491	南大隅町	みなみおおすみちょう	Minamiosumi Town	南大隅	みなみおおすみ	Minamiosumi	35	46	46480	46480	
46492	肝付町	きもつきちょう	Kimotsuki Town	肝付	きもつき	Kimotsuki	35	46	46480	46480	
46501	中種子町	なかたねちょう	Nakatane Town	中種子	なかたね	Nakatane	35	46	46500	46500	
46502	南種子町	みなみたねちょう	Minamitane Town	南種子	みなみたね	Minamitane	35	46	46500	46500	
46505	屋久島町	やくしまちょう	Yakushima Town	屋久島	やくしま	Yakushima	35	46	46500	46500	
46523	大和村	やまとそん	Yamato Village	大和	やまと	Yamato	37	46	46520	46520	
46524	宇検村	うけんそん	Uken Village	宇検	うけん	Uken	37	46	46520	46520	
46525	瀬戸内町	せとうちちょう	Setouchi Town	瀬戸内	せとうち	Setouchi	35	46	46520	46520	
46527	龍郷町	たつごうちょう	Tatsugo Town	龍郷	たつごう	Tatsugo	35	46	46520	46520	
46529	喜界町	きかいちょう	Kikai Town	喜界	きかい	Kikai	35	46	46520	46520	
46530	徳之島町	とくのしまちょう	Tokunoshima Town	徳之島	とくのしま	Tokunoshima	35	46	46520	46520	
46531	天城町	あまぎちょう	Amagi Town	天城	あまぎ	Amagi	35	46	46520	46520	
46532	伊仙町	いせんちょう	Isen Town	伊仙	いせん	Isen	35	46	46520	46520	
46533	和泊町	わどまりちょう	Wadomari Town	和泊	わどまり	Wadomari	35	46	46520	46520	
46534	知名町	ちなちょう	China Town	知名	ちな	China	35	46	46520	46520	
46535	与論町	よろんちょう	Yoron Town	与論	よろん	Yoron	35	46	46520	46520	
47201	那覇市	なはし	Naha City	那覇	なは	Naha	32	47	47200		
47205	宜野湾市	ぎのわんし	Ginowan City	宜野湾	ぎのわん	Ginowan	32	47	47200		
47207	石垣市	いしがきし	Ishigaki City	石垣	いしがき	Ishigaki	32	47	47200		
47208	浦添市	うらそえし	Urasoe City	浦添	うらそえ	Urasoe	32	47	47200		
47209	名護市	なごし	Nago City	名護	なご	Nago	32	47	47200		
47210	糸満市	いとまんし	Itoman City	糸満	いとまん	Itoman	32	47	47200		
47211	沖縄市	おきなわし	Okinawa City	沖縄	おきなわ	Okinawa	32	47	47200		
47212	豊見城市	とみぐすくし	Tomigusuku City	豊見城	とみぐすく	Tomigusuku	32	47	47200		
47213	うるま市	うるまし	Uruma City	うるま	うるま	Uruma	32	47	47200		
47214	宮古島市	みやこじまし	Miyakojima City	宮古島	みやこじま	Miyakojima	32	47	47200		
47215	南城市	なんじょうし	Nanjo City	南城	なんじょう	Nanjo	32	47	47200		
47301	国頭村	くにがみそん	Kunigami Village	国頭	くにがみ	Kunigami	37	47	47300	47300	
47302	大宜味村	おおぎみそん	Ogimi Village	大宜味	おおぎみ	Ogimi	37	47	47300	47300	
47303	東村	ひがしそん	Higashi Village	東	ひがし	Higashi	37	47	47300	47300	
47306	今帰仁村	なきじんそん	Nakijin Village	今帰仁	なきじん	Nakijin	37	47	47300	47300	
47308	本部町	もとぶちょう	Motobu Town	本部	もとぶ	Motobu	35	47	47300	47300	
47311	恩納村	おんなそん	Onna Village	恩納	おんな	Onna	37	47	47300	47300	
47313	宜野座村	ぎのざそん	Ginoza Village	宜野座	ぎのざ	Ginoza	37	47	47300	47300	
47314	金武町	きんちょう	Kin Town	金武	きん	Kin	35	47	47300	47300	
47315	伊江村	いえそん	Ie Village	伊江	いえ	Ie	37	47	47300	47300	
47324	読谷村	よみたんそん	Yomitan Village	読谷	よみたん	Yomitan	37	47	47320	47320	
47325	嘉手納町	かでなちょう	Kadena Town	嘉手納	かでな	Kadena	35	47	47320	47320	
47326	北谷町	ちゃたんちょう	Chatan Town	北谷	ちゃたん	Chatan	35	47	47320	47320	
47327	北中城村	きたなかぐすくそん	Kitanakagusuku Village	北中城	きたなかぐすく	Kitanakagusuku	37	47	47320	47320	
47328	中城村	なかぐすくそん	Nakagusuku Village	中城	なかぐすく	Nakagusuku	37	47	47320	47320	
47329	西原町	にしはらちょう	Nishihara Town	西原	にしはら	Nishihara	35	47	47320	47320	
47348	与那原町	よなばるちょう	Yonabaru Town	与那原	よなばる	Yonabaru	35	47	47340	47340	
47350	南風原町	はえばるちょう	Haebaru Town	南風原	はえばる	Haebaru	35	47	47340	47340	
47353	渡嘉敷村	とかしきそん	Tokashiki Village	渡嘉敷	とかしき	Tokashiki	37	47	47340	47340	
47354	座間味村	ざまみそん	Zamami Village	座間味	ざまみ	Zamami	37	47	47340	47340	
47355	粟国村	あぐにそん	Aguni Village	粟国	あぐに	Aguni	37	47	47340	47340	
47356	渡名喜村	となきそん	Tonaki Village	渡名喜	となき	Tonaki	37	47	47340	47340	
47357	南大東村	みなみだいとうそん	Minamidaito Village	南大東	みなみだいとう	Minamidaito	37	47	47340	47340	
47358	北大東村	きただいとうそん	Kitadaito Village	北大東	きただいとう	Kitadaito	37	47	47340	47340	
47359	伊平屋村	いへやそん	Iheya Village	伊平屋	いへや	Iheya	37	47	47340	47340	
47360	伊是名村	いぜなそん	Izena Village	伊是名	いぜな	Izena	37	47	47340	47340	
47361	久米島町	くめじまちょう	Kumejima Town	久米島	くめじま	Kumejima	35	47	47340	47340	
47362	八重瀬町	やえせちょう	Yaese Town	八重瀬	やえせ	Yaese	35	47	47340	47340	
47375	多良間村	たらまそん	Tarama Village	多良間	たらま	Tarama	37	47	47370	47370	
47381	竹富町	たけとみちょう	Taketomi Town	竹富	たけとみ	Taketomi	35	47	47380	47380	
47382	与那国町	よなぐにちょう	Yonaguni Town	与那国	よなぐに	Yonaguni	35	47	47380	47380	
